"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359","X360","X361","X362","X363","X364","X365","X366","X367","X368","X369","X370","X371","X372","X373","X374","X375","X376","X377","X378","X379","X380","X381","X382","X383","X384","X385","X386","X387","X388","X389","X390","X391","X392","X393","X394","X395","X396","X397","X398","X399","X400","X401","X402","X403","X404","X405","X406","X407","X408","X409","X410","X411","X412","X413","X414","X415","X416","X417","X418","X419","X420","X421","X422","X423","X424","X425","X426","X427","X428","X429","X430","X431","X432","X433","X434","X435","X436","X437","X438","X439","X440","X441","X442","X443","X444","X445","X446","X447","X448","X449","X450","X451","X452","X453","X454","X455","X456","X457","X458","X459","X460","X461","X462","X463","X464","X465","X466","X467","X468","X469","X470","X471","X472","X473","X474","X475","X476","X477","X478","X479","X480","X481","X482","X483","X484","X485","X486","X487","X488","X489","X490","X491","X492","X493","X494","X495","X496","X497","X498","X499","X500"
"136",0,4,1,1,6,0,9,0,1,0,16,0,0,0,0,50,9,1,0,0,1,14,1,0,1,5,2,32,23,2,13,1,8,23,0,0,6,1,0,0,4,0,2,15,1,1,0,0,2,2,2,25,47,4,15,0,6,2,2,0,0,0,0,4,0,1,2,1,0,0,3,0,1,4,26,1,0,2,0,0,0,0,0,10,2,2,1,5,4,0,1,3,4,0,5,1,2,1,1,1,17,0,1,8,12,0,0,2,0,12,1,0,4,0,1,0,1,0,2,5,5,6,2,0,3,44,0,4,1,0,0,10,1,1,2,1,1,10,6,3,31,0,2,4,1,15,7,0,0,4,4,1,1,2,0,1,3,8,8,2,3,20,8,0,3,4,0,5,8,0,10,12,2,0,1,4,1,12,1,0,1,1,3,2,1,0,136,1,1,7,0,1,1,0,0,0,35,0,0,0,0,2,15,0,1,0,2,0,1,1,198,0,0,0,6,7,0,0,5,18,0,0,3,7,0,2,0,3,7,305,8,790,13,0,0,0,1,0,7,4,2,13,14,0,1,0,7,2,40,2,0,0,6,1,0,7,2,6,13,6,3,0,0,1,2,0,3,11,1,1,15,1,1,86,8,2,0,4,5,5,0,0,4,2,3,5,0,1,0,1,12,0,2,6,2,6,0,0,5,0,1,22,1,0,3,2,7,12,0,0,0,6,2,5,0,1,0,71,0,6,1,3,1,0,3,2,1,10,1,2,0,901,0,4,1,0,0,4,0,8,205,0,32,1,0,0,4,0,1,1,0,0,0,0,3,1,13,0,0,0,12,1,2,3,166,0,1,0,19,0,2,235,0,10,4,3,97,53,4,2,10,168,2,1,1,0,1,4,1,0,0,0,7,0,1,5,9,14,6,4,0,0,2,0,58,2,5,14,0,2,2,1,13,16,0,3,0,0,0,28,0,1,1,0,32,7,20,8,2,8,2,1,10,6,0,0,0,2,0,0,0,6,1,4,4,4,10,2,0,5,5,2,2,0,6,0,3,7,2,0,0,0,2,1,0,1,2,0,0,0,1,1,0,3,0,1,0,6,4,0,1,2,1,1,14,7,0,2,2,2,2,6,0,0,1,1,0,1,6,0
"137",0,1,0,0,24,7,4,0,0,0,1,0,0,2,0,67,4,1,0,3,0,13,10,2,0,24,1,21,13,0,19,0,13,19,4,2,2,0,2,9,5,0,3,2,0,1,0,0,6,0,1,22,53,2,26,2,1,4,2,4,0,0,1,20,2,3,0,4,0,0,2,2,3,4,16,0,0,1,0,15,0,0,2,1,4,3,0,0,1,1,5,2,13,13,6,0,0,0,4,2,3,0,0,4,20,4,1,0,0,5,0,1,0,5,1,0,1,3,3,1,1,4,1,3,0,24,0,3,1,0,7,0,1,0,4,0,0,1,2,1,19,1,0,8,1,14,4,1,0,6,3,2,0,3,0,1,4,0,0,14,5,15,5,0,2,2,1,5,2,2,4,19,1,1,0,0,0,12,0,0,8,2,5,0,0,1,45,4,0,2,0,2,0,0,4,3,50,7,0,7,0,3,0,2,2,0,6,0,0,4,180,0,0,0,0,0,0,0,7,113,0,1,21,5,2,0,0,11,5,46,9,164,40,1,0,1,7,0,6,3,1,6,6,9,0,14,10,3,8,4,4,0,10,6,2,1,0,11,11,13,1,1,3,7,2,0,3,10,0,17,5,12,1,170,5,2,0,2,0,1,2,3,5,5,3,1,0,1,0,0,3,0,0,3,0,6,0,1,8,2,1,12,4,1,6,0,2,8,3,13,0,0,8,7,0,15,0,0,0,3,1,4,4,0,0,2,0,15,0,4,16,316,0,3,0,0,1,0,1,8,306,2,26,2,2,1,7,1,1,3,4,0,1,0,3,4,20,0,0,0,30,1,7,3,565,0,0,0,23,3,0,173,0,15,2,2,69,3,2,0,9,17,3,2,1,0,5,2,2,0,0,0,9,0,7,0,5,14,7,4,0,1,1,1,7,0,2,2,2,1,1,3,2,2,0,10,0,1,3,22,4,9,1,0,47,6,9,1,10,1,4,9,9,3,0,0,8,1,0,1,0,6,1,0,1,1,6,0,0,11,11,0,1,0,1,0,2,22,13,0,0,0,13,1,2,2,5,1,0,0,2,7,13,5,0,2,0,5,1,10,1,5,0,2,15,22,2,1,6,0,9,11,2,10,1,0,0,0,5,3
"138",1,2,0,1,31,3,6,0,0,0,2,0,0,0,0,4,3,3,3,0,0,5,0,0,7,3,1,16,22,1,16,0,5,18,0,0,4,0,4,6,1,0,8,3,0,3,0,0,0,0,4,20,54,1,7,1,6,3,1,1,0,3,0,24,1,1,1,0,5,0,6,0,1,22,24,5,0,0,0,23,2,0,5,8,0,21,1,2,7,11,8,2,1,2,5,0,2,8,2,4,13,1,0,3,14,4,0,0,0,14,0,0,0,0,10,0,3,5,2,11,1,8,0,0,0,8,0,6,0,0,1,2,0,0,5,0,0,1,1,2,8,0,0,1,2,8,25,6,0,17,1,1,0,7,0,2,3,8,4,3,16,19,5,0,2,0,3,8,0,5,6,15,0,3,3,2,7,3,2,0,9,1,2,2,2,0,47,1,1,15,0,0,1,2,1,3,26,7,0,6,0,7,4,3,2,1,7,1,2,1,309,3,1,0,0,0,1,0,1,2,0,2,0,4,2,1,0,5,3,13,11,328,18,2,1,0,0,0,13,7,0,4,6,25,1,10,24,3,11,0,2,0,2,1,0,3,3,17,10,3,4,1,3,6,14,1,1,7,0,6,14,1,1,239,12,0,0,5,5,3,1,0,5,6,5,1,0,22,0,2,10,0,0,7,3,10,3,2,20,2,1,14,0,0,1,1,1,5,0,6,2,0,1,9,0,24,0,8,0,5,2,3,0,4,1,0,2,24,0,0,36,405,1,6,0,0,0,26,0,0,422,0,28,0,3,0,4,4,3,0,0,0,0,0,13,0,27,3,0,1,15,0,0,2,436,0,1,0,15,2,1,173,0,3,6,10,37,25,4,3,15,4,6,15,1,0,0,6,2,0,1,0,17,0,14,0,0,17,5,3,1,2,1,2,29,1,16,19,0,3,1,2,1,22,0,9,0,0,53,12,2,1,0,0,69,7,16,7,0,12,1,9,4,12,1,0,0,2,1,0,0,5,3,3,11,3,12,11,0,20,11,0,3,0,5,0,2,6,0,0,2,0,3,0,0,2,5,1,1,0,1,1,1,0,0,1,0,3,2,6,0,0,1,0,10,5,0,1,1,1,5,19,3,0,6,0,0,1,2,1
"139",0,0,1,1,12,0,6,0,4,37,1,0,0,1,0,15,6,3,0,1,0,29,2,0,0,3,5,20,17,1,6,0,10,15,2,0,1,1,5,4,6,0,1,8,0,2,0,0,0,1,2,17,34,3,22,1,0,1,2,9,2,0,2,8,0,3,2,7,0,0,12,12,2,0,21,5,0,1,0,35,1,0,4,3,3,0,0,0,0,3,5,1,3,13,2,0,1,1,8,2,4,1,2,4,13,6,0,1,0,7,0,2,0,1,1,0,3,6,6,1,1,6,1,0,2,2,0,3,2,0,1,2,1,0,3,0,1,5,2,1,18,0,0,10,1,4,16,2,0,8,4,0,1,2,0,0,7,3,6,3,5,7,6,3,1,0,2,8,0,2,9,16,8,2,1,9,0,19,1,0,8,4,4,2,2,0,38,2,0,3,0,6,0,0,3,4,10,4,0,1,0,2,6,0,1,1,4,0,1,0,146,4,0,2,5,1,0,0,4,10,0,1,5,5,5,2,0,14,2,34,10,16,60,0,0,0,0,0,10,1,2,0,10,0,0,31,25,2,12,7,0,0,9,1,0,1,2,4,15,2,0,1,4,4,20,1,0,20,0,39,10,16,2,130,2,1,0,2,0,1,5,0,6,3,6,3,3,11,0,4,16,0,0,10,0,0,2,2,6,1,3,19,4,0,1,0,3,2,0,10,0,3,2,3,0,3,0,17,0,6,0,7,0,6,1,0,0,10,0,12,18,426,0,9,0,0,0,7,0,0,392,0,15,4,1,0,0,1,1,7,1,1,6,1,0,1,12,0,0,0,23,0,6,9,147,2,2,0,533,2,0,189,0,9,4,3,80,53,7,5,18,4,5,8,2,1,1,3,4,0,0,0,12,0,3,5,4,16,2,3,0,0,0,2,33,0,1,25,1,1,5,1,1,5,0,3,0,0,12,16,10,1,0,2,41,1,24,0,3,1,1,6,2,3,0,0,0,0,0,1,0,12,4,2,36,0,6,3,0,3,46,0,5,1,3,0,0,5,1,0,0,0,7,0,1,1,21,0,0,0,1,2,0,4,0,0,0,7,0,7,2,0,0,0,11,4,1,2,5,0,5,6,9,4,1,0,0,0,13,0
"140",0,2,1,7,27,11,11,0,1,0,19,1,4,3,0,18,3,0,1,4,0,10,0,1,4,7,0,61,14,1,10,1,7,15,18,1,0,0,5,2,10,0,4,5,1,5,0,0,0,0,1,27,54,1,17,0,6,3,5,3,0,0,3,9,1,1,0,13,0,0,2,3,2,2,28,0,0,0,3,62,3,0,1,7,2,3,0,0,3,1,2,2,4,2,1,0,2,1,3,1,6,3,0,2,5,3,0,1,0,8,0,0,0,2,0,1,2,2,2,2,2,12,0,3,2,4,0,3,0,0,0,4,0,0,1,0,1,7,1,1,28,0,4,6,1,5,14,1,0,4,4,0,0,3,0,0,5,8,2,3,0,12,2,0,3,4,0,6,1,7,7,14,1,1,3,5,2,7,2,1,11,4,3,2,0,0,62,4,0,8,0,7,0,2,2,0,20,2,0,0,0,3,13,2,1,6,10,0,2,0,287,4,0,2,3,0,2,0,16,0,0,1,9,4,3,2,2,10,6,709,9,746,9,0,0,1,0,0,12,1,1,0,6,2,0,2,14,3,21,3,2,0,4,0,2,2,1,11,19,8,0,0,1,1,10,0,1,10,1,10,18,9,3,145,9,0,0,4,0,6,2,1,7,2,2,2,1,16,0,2,13,0,0,7,0,3,2,1,15,0,0,23,2,1,1,2,4,3,0,2,0,5,9,3,0,6,0,61,1,2,3,1,0,1,0,0,1,16,0,9,18,655,0,1,2,0,0,13,0,0,243,0,14,8,2,0,1,2,2,2,0,1,3,0,7,2,20,0,0,0,34,0,3,1,302,0,1,0,23,0,6,229,0,17,1,1,176,53,1,1,17,13,2,4,4,0,0,0,1,1,0,0,6,1,8,3,0,7,5,7,0,0,0,3,44,0,9,10,0,1,10,0,12,11,0,6,0,2,4,5,3,10,0,0,67,4,36,0,0,0,1,7,2,15,1,0,0,3,0,0,0,1,3,1,4,4,12,0,0,5,4,1,0,0,7,0,0,12,6,0,0,0,3,1,1,4,7,1,6,0,0,4,0,0,0,0,0,3,2,0,2,0,0,1,9,15,0,0,5,1,2,6,5,0,7,3,0,0,7,1
"141",7,2,1,0,22,6,7,0,2,12,3,1,0,0,0,22,5,0,0,0,0,5,0,0,0,8,3,16,13,2,3,0,0,11,0,0,1,0,1,1,1,0,3,8,1,2,0,0,4,5,6,17,44,0,17,3,6,5,6,4,0,0,0,9,6,2,0,11,0,0,0,0,1,1,22,1,0,0,0,5,2,0,3,10,0,3,2,0,3,0,1,2,4,0,2,0,1,4,3,2,7,1,0,3,5,7,0,0,1,9,0,0,0,0,4,0,1,4,2,0,1,1,3,2,7,38,2,2,3,0,0,0,1,9,3,0,5,11,7,0,5,0,4,2,1,11,7,0,0,8,3,0,0,1,0,0,1,5,7,1,5,5,3,0,3,2,0,5,5,0,8,11,1,2,0,0,4,10,4,7,4,1,8,1,0,0,79,2,0,4,1,5,1,0,0,0,26,3,0,3,0,8,6,3,2,3,7,0,0,0,196,0,1,0,1,0,0,0,13,1,0,0,15,0,1,1,0,1,5,115,2,436,30,6,0,0,1,0,10,8,2,0,9,1,0,7,7,6,9,0,5,0,5,1,0,1,1,5,26,2,0,3,0,0,5,0,3,1,0,7,19,6,4,94,5,0,0,0,2,2,1,0,0,3,6,3,2,18,0,3,14,0,0,8,2,6,1,0,13,0,1,21,0,0,1,0,1,6,0,4,0,2,6,7,0,5,0,29,0,3,1,1,0,8,1,0,1,20,0,1,2,651,0,3,1,0,0,0,0,0,314,1,19,0,0,0,1,1,3,9,0,0,0,0,3,0,16,0,0,1,20,0,0,4,368,0,0,0,12,3,1,210,0,10,2,3,91,21,2,0,16,38,2,7,4,0,1,3,6,0,0,0,8,0,1,2,5,14,7,1,0,0,2,8,24,0,14,20,2,2,11,4,6,5,0,8,0,0,4,14,8,3,0,0,16,9,12,7,1,4,1,15,1,6,0,0,2,2,0,1,0,1,0,1,4,2,14,0,0,15,87,1,1,0,2,1,2,4,3,0,0,0,6,0,1,9,5,1,0,0,0,0,1,3,0,0,5,0,1,0,4,2,0,1,6,5,0,0,1,0,1,12,1,0,0,0,0,0,9,0
"142",0,0,0,3,17,6,1,0,1,1,1,0,0,5,0,52,10,4,5,0,0,5,3,0,10,3,2,50,10,1,19,0,6,30,1,4,9,0,1,3,5,0,6,7,0,1,0,0,2,5,8,15,45,3,10,0,4,7,1,1,0,3,0,8,4,1,1,5,2,0,4,17,0,0,23,0,0,1,0,2,1,0,0,17,2,8,1,0,10,1,4,1,19,0,5,1,0,0,1,1,15,2,0,4,13,1,0,3,0,6,0,1,0,2,5,0,3,3,3,3,0,3,1,1,9,16,1,4,1,0,2,6,1,3,7,0,2,12,16,3,12,0,2,5,2,4,10,1,0,3,3,0,0,1,0,2,6,8,4,8,10,12,3,0,1,0,0,7,3,4,4,15,0,0,1,2,5,3,0,0,5,3,5,3,3,0,28,4,0,10,1,4,3,0,4,3,15,5,0,0,0,7,7,3,2,0,6,3,9,1,178,2,0,1,6,0,0,0,8,2,0,0,1,0,3,4,0,2,15,229,13,86,32,0,1,0,3,0,17,6,0,3,1,0,0,23,24,2,9,2,2,0,10,0,2,2,1,3,21,3,0,0,1,2,12,2,1,12,0,16,12,4,7,145,2,1,0,2,4,3,1,1,7,4,4,1,1,7,0,2,14,0,0,12,2,4,7,1,3,2,2,18,0,0,1,1,2,13,0,11,0,1,5,1,1,10,0,24,0,7,1,0,0,2,1,3,0,11,0,0,14,394,2,1,0,0,2,9,1,3,912,5,24,1,2,0,0,1,3,24,2,1,4,1,3,3,23,0,0,0,28,0,1,6,366,2,1,5,57,0,4,196,0,10,3,5,64,40,1,4,10,7,5,6,4,0,0,4,1,0,0,2,13,0,10,0,11,8,1,4,0,0,1,1,35,1,4,23,1,0,1,2,3,5,0,4,0,1,16,9,1,4,2,0,174,0,18,0,0,2,1,12,7,2,0,0,0,2,0,2,1,3,2,9,9,4,18,1,0,6,8,3,2,0,1,1,5,10,2,1,0,0,1,0,1,2,1,0,0,0,0,1,2,11,0,0,0,7,0,8,3,0,3,0,10,6,0,1,5,5,3,9,0,3,0,3,0,2,3,0
"143",0,2,2,4,13,2,4,0,5,9,14,0,0,2,0,7,16,0,0,0,1,6,0,0,0,8,1,24,7,7,14,2,0,19,0,0,3,2,2,4,1,0,9,9,0,8,0,0,0,0,14,22,39,6,18,3,1,15,4,7,0,3,1,5,2,0,0,1,3,0,0,0,0,15,10,0,0,0,4,9,1,2,3,5,5,16,3,1,14,17,0,3,5,2,1,2,1,0,3,0,12,1,0,9,18,0,0,1,0,8,1,0,0,2,1,0,2,2,17,3,1,1,3,0,0,16,0,1,0,0,4,4,1,1,2,0,1,9,6,2,2,0,6,3,4,3,5,1,0,3,5,0,2,0,0,0,12,15,0,2,0,6,7,7,7,1,1,6,6,2,8,11,1,2,0,4,12,8,1,0,4,3,9,2,1,0,25,1,0,20,0,2,1,0,3,14,24,3,1,5,0,5,5,1,2,3,3,3,3,0,181,3,1,0,3,0,0,2,6,0,0,1,14,8,1,2,1,1,6,66,6,18,7,0,0,0,0,0,12,6,4,3,14,5,0,16,22,2,7,4,1,0,5,2,0,0,3,6,8,15,0,3,2,0,9,0,0,28,0,22,8,4,4,162,8,0,0,5,0,4,3,0,4,2,5,4,0,2,0,0,14,0,2,10,1,8,5,0,2,0,5,15,3,0,1,0,7,11,1,5,0,2,4,8,0,0,1,14,0,6,1,0,0,2,1,2,1,35,0,0,10,425,1,8,1,0,0,18,0,7,371,1,32,3,2,0,0,0,2,1,5,0,1,2,11,0,17,0,0,2,0,4,9,2,167,2,0,0,25,0,0,194,0,4,5,4,114,122,4,5,12,4,7,2,1,0,1,5,6,0,1,0,11,0,3,3,3,10,1,5,0,2,0,1,79,1,0,12,1,2,2,8,1,1,0,2,0,2,11,15,5,0,0,0,14,6,24,0,4,2,3,0,9,9,1,0,3,2,0,0,2,11,1,6,15,0,9,2,0,7,0,0,2,0,3,0,0,5,6,0,13,0,1,8,0,2,0,3,0,0,0,4,1,3,0,0,0,1,4,0,3,0,2,1,8,8,2,1,2,0,2,3,3,2,0,0,1,6,3,0
"144",0,1,1,1,61,8,1,0,1,11,2,0,0,1,1,14,11,4,0,0,0,8,4,0,0,11,9,34,4,0,0,0,1,39,0,2,0,0,0,4,8,0,4,7,2,3,0,0,2,15,4,21,42,3,20,0,0,0,6,9,0,1,2,20,4,1,0,7,2,0,0,6,9,1,9,0,0,0,0,0,0,0,1,16,4,1,0,0,10,2,2,3,3,0,5,0,1,0,5,0,8,0,0,5,13,8,1,1,0,2,0,0,0,3,2,0,1,5,0,0,0,10,1,0,2,62,0,12,1,0,1,2,1,0,5,0,1,1,7,0,13,1,3,6,6,16,6,0,0,0,9,1,0,4,1,1,6,7,0,9,11,11,4,0,5,3,0,9,15,2,3,25,4,0,0,1,21,3,1,0,3,3,5,3,0,0,57,3,0,1,1,2,1,4,0,1,41,1,0,3,2,5,2,3,0,4,3,2,1,0,213,1,0,2,1,9,2,0,11,3,0,0,14,11,10,3,0,9,3,50,7,423,15,4,0,2,1,0,7,3,3,0,16,0,0,30,25,1,60,1,0,0,16,4,3,0,1,3,21,1,2,5,9,0,17,0,2,7,0,1,8,10,3,134,20,17,0,2,0,4,4,1,12,2,2,4,2,15,0,5,0,0,1,9,1,3,4,2,33,4,3,12,0,0,4,0,1,8,0,3,0,3,2,6,0,8,2,0,0,0,0,0,2,1,4,0,0,8,0,3,12,646,0,9,1,0,0,2,0,0,273,0,31,3,8,1,0,1,0,5,2,19,1,0,4,1,37,1,0,0,15,0,7,1,265,0,0,0,3,0,4,349,0,4,5,6,77,54,1,0,14,17,7,3,2,0,3,2,2,0,2,0,8,0,1,4,14,25,2,2,1,2,2,2,25,4,9,11,1,3,6,4,19,2,0,3,0,3,5,4,18,3,2,0,7,5,21,1,7,4,3,3,21,2,1,0,1,2,1,3,0,1,2,6,17,2,12,6,0,12,19,0,1,0,6,0,0,4,1,0,0,0,9,7,0,11,0,2,6,0,0,3,1,10,0,0,2,6,0,2,1,1,3,2,12,19,0,1,2,0,1,7,9,0,1,0,0,2,1,1
"145",10,0,2,4,25,7,9,1,21,33,7,0,0,3,0,1,8,3,1,1,0,15,4,0,0,14,0,3,19,2,6,1,5,27,4,0,2,1,1,8,4,0,6,4,1,2,1,0,0,0,13,30,49,2,18,0,1,5,2,5,1,0,2,21,5,1,0,1,0,0,4,7,0,2,17,6,0,2,2,23,1,1,6,15,2,6,0,0,5,0,1,0,2,8,5,1,3,1,6,1,6,8,2,0,11,3,0,0,2,4,0,1,0,2,2,1,2,2,3,6,4,21,1,0,0,1,0,6,0,1,7,7,2,7,3,0,0,1,0,1,9,1,3,4,0,15,24,2,0,14,9,0,1,0,0,0,4,10,1,5,9,6,3,2,5,5,0,14,0,1,4,12,2,3,2,0,4,1,2,2,4,1,2,2,1,0,32,1,1,9,1,1,1,0,1,2,24,3,1,0,0,3,4,2,0,6,4,6,0,0,224,0,0,3,3,0,3,0,5,1,0,1,14,2,4,0,0,18,11,48,13,44,26,0,1,0,5,0,3,16,12,0,9,12,0,16,44,3,12,5,0,0,5,0,3,6,3,6,14,13,1,1,2,1,0,0,1,11,0,13,11,1,3,208,1,2,0,2,4,3,3,0,0,9,3,3,2,7,0,1,12,0,0,11,0,7,0,0,46,3,1,34,2,0,1,2,4,21,1,9,0,3,4,2,0,8,0,12,0,1,0,1,3,3,2,2,0,29,0,3,5,361,0,2,0,0,2,0,1,0,272,0,45,0,0,0,1,1,2,2,2,0,0,0,5,1,5,0,1,0,15,1,9,2,285,2,0,0,29,1,4,323,0,4,3,4,32,51,5,6,18,2,6,6,1,0,2,3,2,0,0,0,9,0,3,0,3,16,0,6,0,1,1,4,13,0,5,29,0,0,1,2,1,1,0,6,0,0,0,21,7,4,0,2,73,2,28,1,3,4,2,4,6,4,0,0,2,0,0,0,0,7,1,7,9,2,16,3,0,9,23,0,4,0,11,0,0,14,5,0,0,0,4,0,1,8,0,0,4,3,2,5,1,7,0,0,0,4,0,0,3,0,2,1,10,3,0,1,2,3,3,8,6,6,1,0,0,0,1,1
"146",0,2,0,3,1,6,1,0,6,16,2,1,0,1,0,28,9,2,0,4,1,3,1,0,1,4,2,19,20,4,21,2,12,17,1,2,3,0,4,2,2,0,6,4,1,4,0,0,0,2,3,59,51,6,13,0,4,9,4,12,0,0,2,19,14,1,0,6,0,0,5,1,0,1,14,0,0,0,13,85,3,0,1,8,1,3,2,0,9,6,4,0,4,13,6,0,1,2,2,1,4,1,3,4,20,7,0,1,0,14,1,0,4,1,0,0,4,2,9,1,0,12,0,2,0,33,0,8,1,1,1,2,0,0,3,1,0,0,2,2,19,0,4,2,3,19,28,7,0,11,1,0,0,2,1,0,6,4,6,6,5,14,4,1,1,1,0,4,1,1,9,3,7,2,1,2,1,6,0,0,11,3,0,1,0,0,26,2,1,4,1,5,2,2,2,0,28,4,0,12,0,3,0,0,1,2,12,0,0,0,244,1,0,0,3,5,2,1,10,18,0,3,53,3,2,0,0,16,9,5,18,92,25,0,0,1,1,0,10,2,0,8,8,1,0,18,11,2,4,8,4,1,4,0,0,3,2,3,119,4,0,5,3,3,7,2,0,10,0,4,20,7,2,201,9,0,0,3,4,2,1,0,5,1,2,2,2,1,0,3,12,0,0,15,0,2,2,0,15,0,0,17,0,1,1,0,6,8,0,10,0,1,2,6,0,7,7,8,0,4,0,0,0,2,0,0,0,24,0,1,99,360,0,25,1,0,1,0,1,2,455,0,34,4,5,0,1,3,0,18,1,0,3,0,3,0,20,0,0,0,2,1,1,2,395,0,0,0,41,0,1,187,0,10,1,2,31,22,0,3,15,12,3,5,7,0,0,3,1,0,1,1,7,2,14,0,18,9,0,8,0,2,0,0,53,0,1,18,1,0,1,6,11,2,0,12,0,0,15,34,0,4,0,0,170,6,19,0,0,5,0,2,13,7,0,0,1,1,0,4,0,17,3,1,1,0,14,0,1,7,6,0,2,0,1,0,1,5,1,0,0,0,20,7,1,1,5,4,1,0,8,2,2,2,0,2,0,4,1,2,0,0,4,0,4,17,2,1,9,0,4,13,4,1,6,0,1,2,0,1
"147",0,0,0,1,10,7,11,0,19,5,2,2,0,1,0,2,1,2,0,1,0,4,4,0,0,15,4,25,16,0,18,0,4,21,0,3,2,0,3,6,0,1,8,17,2,0,0,0,1,2,2,35,47,2,7,2,5,1,2,3,0,0,0,12,5,1,0,6,1,0,0,2,0,4,10,11,0,0,6,0,1,0,3,6,2,7,0,2,11,0,1,0,3,2,4,0,0,1,3,2,9,2,0,1,13,2,0,3,0,4,1,0,0,2,3,1,2,4,8,2,1,3,0,5,0,58,0,10,1,0,1,1,0,2,0,0,1,3,4,12,13,1,2,8,1,6,9,1,0,6,0,1,0,3,0,1,5,9,2,11,8,17,5,1,4,5,1,5,0,1,5,17,6,3,1,0,4,4,2,0,1,2,0,1,0,0,41,6,0,4,1,3,2,2,0,3,59,2,1,3,4,5,3,2,0,0,6,0,4,0,130,6,0,0,0,0,1,1,13,14,1,1,12,4,4,10,0,10,6,38,10,395,25,1,0,1,0,0,2,4,0,3,13,0,0,10,17,6,29,1,2,0,10,0,0,1,2,2,32,5,0,3,1,2,3,1,0,12,0,6,12,0,6,112,9,0,0,3,10,2,2,1,3,10,0,0,2,1,0,5,9,0,0,8,0,4,3,0,7,4,1,20,0,0,3,0,4,11,0,0,0,2,2,7,1,1,0,7,0,3,1,7,0,2,6,3,0,10,0,4,13,440,0,14,0,2,0,3,3,0,390,0,23,2,2,0,1,3,1,5,4,0,3,0,2,1,27,1,1,1,5,0,2,1,250,0,0,0,12,0,6,217,0,6,1,5,50,44,2,0,13,11,15,0,1,0,0,1,4,1,0,0,15,0,22,0,3,23,7,5,0,0,0,2,31,0,6,22,1,3,3,5,2,0,0,8,0,0,0,21,0,2,0,0,67,2,13,1,3,11,6,3,28,4,0,0,2,2,0,2,0,6,2,2,4,1,14,0,0,4,11,0,0,5,11,0,1,4,1,0,0,0,7,0,0,5,1,0,5,0,2,0,1,4,0,1,0,6,2,3,0,0,2,0,7,10,0,1,0,1,8,4,7,4,2,0,0,0,5,0
